new_index,original_sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
942,7 两 <CL> B 型 血 的 人生 出 的 孩子 是 2 B 的 吧 ?,个,个,-1.5636709928512573,"个, 双, 分","-1.5637, -3.1320, -3.2446"
943,我 是 <CL> 保守 的 人 。,个,本,-1.8526160717010498,"本, 个, 家","-1.8526, -2.1853, -2.8421"
944,除夕 最 大 愿望 就 是 一 亲戚 给 我 一 <CL> 薄薄 的 红包 对 我 说 钱 太 多 了 装 不 进去 里面 有 张卡密码 是 你 生日 自己 去取 哈哈 有 同 感同 鞋 的 转发,个,个,-0.3601606786251068,"个, 份, 张","-0.3602, -2.3588, -2.7272"
945,"过 了 起飞 时间 还 有 十二 <CL> 人 没有 登机 , 争分夺秒 的 春运 啊 , 伤 不 起",个,分,-0.5046569108963013,"分, 点, 个","-0.5047, -1.0326, -3.8781"
946,"终于 到家 了 , 还是 家 里 好 啊 , 虽然 没 暖气 可 是 杭州 的 那 <CL> 暖和 多 了 !",间,种,-1.143017053604126,"种, 个, 些","-1.1430, -1.2903, -2.1335"
947,"我 讨厌 别人 跟 我 说 呵呵 , 讨厌 别人 跟 我 说 对 不 起 , 如果 是 这 两 <CL> 词 , 我 宁愿 你别 跟 我 说话 , 我 用 不 着",个,句,-0.6269882917404175,"句, 个, 种","-0.6270, -1.6149, -1.9192"
948,等 一 <CL> 晴天,个,等,-1.4776902198791504,"等, 家, 所","-1.4777, -2.4439, -2.8283"
949,刚 在 南京 见 了 一 <CL> 粉色 哑光 奔驰 真 骚包,个,个,-2.2229878902435303,"个, 本, 样","-2.2230, -2.7423, -2.9618"
950,发表 了 博文 完美 婚恋 关系 的 三 <CL> 标准 !,个,种,-0.7780292630195618,"种, 个, 点","-0.7780, -1.1146, -3.0408"
951,"我 刚刚 通过 下载 了 安信 证券 宏观 研究 2012 年 1 月 产能 周期 理论 概述 之 二一 <CL> 基于 国际 收支 变化 的 分析 框架 pdf , 推荐 给 大家 !",个,章,-1.5217866897583008,"章, 篇, 节","-1.5218, -2.7191, -2.7407"
952,上传 了 1 <CL> 照片 到 相册 animation,张,本,-1.494774580001831,"本, 个, 下","-1.4948, -2.3748, -2.9671"
953,"她 不必 问 寒 道 暖 , 光是 那 一 <CL> 微微的 笑容 就 把 就餐 者 浑身 的 疲惫 、 枯燥 的 心田 熨 得 平展展 的 。",缕,句,-1.647680640220642,"句, 个, 丝","-1.6477, -1.8425, -2.6253"
954,"万 能 的 微博君 , 赏 我 <CL> 结局 呗",个,个,-1.573229432106018,"个, 点, 下","-1.5732, -1.7508, -2.4202"
955,比 一 <CL> 还 堵 。,环,个,-1.9984720945358276,"个, 家, 对","-1.9985, -2.5607, -2.7198"
956,每 天 看 几百 <CL> 厚 的 书 而且 还 有 密密麻麻 的 理论 公式 和 定理 记人 名都 怪难 的 什么 凯恩斯 恩格尔 云云 你们 好好 在 西方 做 研究 为何 还 来 毒害 我们 ?,页,个,-1.587196707725525,"个, 次, 所","-1.5872, -2.6284, -3.1051"
957,跟萌 妹子 一 下午 连刷 了 两 <CL> 几么 圆满 哈 皮,遍,次,-0.8890076875686646,"次, 个, 张","-0.8890, -1.5506, -2.4799"
958,"换 了 两 <CL> 地铁 , 都 坐 过 站 。",趟,个,-1.6302943229675293,"个, 面, 次","-1.6303, -2.6797, -3.3853"
959,"生日 快乐 啊 甘 多 年 啦 , 中 记得 第一 <CL> 参加 你 生日 party 间 麦当劳 衣家 都 已经 拆 左咯 , 不过 我 地 之间点 都 系 吾 变嘎 , 今日 同 吾 到 你 庆祝 啦 , 不过 你 今日 同 以后 都 要 开开 心心",次,次,-0.6794605851173401,"次, 个, 张","-0.6795, -1.5959, -3.1128"
960,大家 快 D 来海珠 花市 C132 档 之前 有条 微 薄 话 转 左 有 奖品 原来 系真噶 我 抽 中 左 <CL> HelloKitty 大家 快 D 来 啊,个,个,-1.0554410219192505,"个, 下, 次","-1.0554, -2.8969, -2.9856"
961,"饿 的 失眠 , 好 想 <CL> 火锅 。",次,发,-1.3852800130844116,"发, 起, 回","-1.3853, -1.9876, -2.0401"
962,"小 年 来 了 以前 过 小 年 的 时候 , 要 往 灶 门 上 涂 红糖 , 现在 终于 知道 这 是 为什么 了 据说 这 一 天 , 灶王爷 都 要 上天 向 玉皇大帝 报告 这 一 <CL> 人 的 善恶 , 让 玉皇大帝 赏 罚 。",家,次,-1.4543699026107788,"次, 点, 节","-1.4544, -1.6036, -2.6677"
963,首 <CL> 张宗昌 大骂 读书人 是 狗屁,发,次,-2.3352248668670654,"次, 本, 面","-2.3352, -2.6044, -3.2930"
964,今晚 开车 那 <CL> 很 怀念 很 怀念 的 感觉,段,个,-0.4590352177619934,"个, 些, 句","-0.4590, -2.6708, -3.7113"
965,"如果 天气 不 好 , 就 在 家 泡 <CL> 茶 , 看看 书 , 听听 歌 。",壶,个,-0.2573466897010803,"个, 面, 杯","-0.2573, -2.5938, -3.8347"
966,女人 一定 要 找 <CL> 会 欣赏 自己 的 男人 !,个,个,-2.0560266971588135,"个, 家, 所","-2.0560, -2.8602, -3.3008"
967,"受 苹果 公司 的 iPod 和 iPhone 等 一 <CL> 产品 的 影响 , 以 英文 字母 i 开头 俨然 已经",系列,些,-1.202201247215271,"些, 般, 批","-1.2022, -1.9543, -2.4945"
968,生命 不 是 一 <CL> dota 。,局,个,-0.7843366265296936,"个, 件, 种","-0.7843, -1.8140, -1.8222"
969,我 家 的 沙滩 变得 一点 也 不 漂亮 了 不 喜欢 了 像 <CL> 垃圾堆 一样,个,个,-0.728786826133728,"个, 点, 头","-0.7288, -2.3540, -2.5146"
970,"向 我 弟弟 请教 英语 , 还 帮取 我 了 一 <CL> 英文 名 。",个,下,-1.4514009952545166,"下, 个, 本","-1.4514, -2.0348, -2.3226"
971,http t cn h4QJCa 我 用 魔幻 古筝 演奏 了 一 <CL> 动听 的 梅花 三 弄 。,曲,段,-0.7007859349250793,"段, 首, 曲","-0.7008, -1.8371, -2.3982"
972,世界 上 的 另 一 <CL> 我 心理氧 吧 心理网,个,个,-1.5795698165893555,"个, 面, 些","-1.5796, -1.8708, -2.0163"
973,"一 <CL> 好 鞋 不 要 在乎 外观 是 不 是 好看 精致 , 穿 的 是否 合脚 只有 自己 知道 。",双,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
974,是 这 <CL> 话,句,本,-2.317379951477051,"本, 家, 等","-2.3174, -2.6406, -2.8365"
975,大早 上 打 电话 说 少 给 他 一 <CL> 运费 !,笔,个,-1.2877556085586548,"个, 次, 点","-1.2878, -1.3395, -2.3656"
976,收 了 <CL> 红包 嘎嘎,个,本,-2.4474563598632812,"本, 个, 家","-2.4475, -2.5729, -2.6145"
977,"肤色 黝黑 的 空少 一 <CL> 短 打扮 , 开始 兜售 酒水 饮料 方便面啥 的 。",身,名,-1.2800381183624268,"名, 个, 位","-1.2800, -1.5908, -1.8511"
978,"朋友 都 回去 了 , 只 剩下 我 一 <CL> 人 了 , 唉 !",个,家,-0.5818374156951904,"家, 位, 起","-0.5818, -2.7025, -3.2563"
979,你们 快 去 看 我 人人 分享 的 那 <CL> 文章 !,篇,些,-1.1188782453536987,"些, 个, 篇","-1.1189, -1.2828, -2.0751"
980,今晚 葛个 婚礼 真系 好 浪漫 啊 好 温馨仲 好 感动 啊 搞到 d 观众 都 泪 汪汪 甘 呢 <CL> 婚礼 够 晒 豪华咯 羡慕 不 来,个,声,-2.3051087856292725,"声, 点, 等","-2.3051, -2.7423, -2.8460"
981,"只 是 突然 极 心疼 在 这 一 行 工作 了 那么 久 的 爸爸 , 等 休息 了 一定 要 买 <CL> 最 好 的 护手霜 给 他 。",个,个,-0.9935023188591003,"个, 点, 下","-0.9935, -1.5802, -2.0893"
982,拐弯 是 前进 的 一 <CL> 方式,种,种,-0.5306295156478882,"种, 个, 步","-0.5306, -1.2673, -3.4773"
983,晚上 不 上 婆度 食 饭利 是 少 了 几十 元 妈 稳 借口 话利 是 掉 了 婆话 距 发 钱 行 特别扭 鸡 哈哈妈 去 打 麻雀 <CL> 人 比利 是 又 无比 翻 我,滴,家,-1.5542773008346558,"家, 行, 对","-1.5543, -2.3897, -2.8155"
984,"让 人 感觉 末日 之 桥 , 带来 <CL> 希望 。",丝,个,-2.712790012359619,"个, 次, 道","-2.7128, -2.7567, -2.8043"
985,Lucy 张芯晨 又 完成 了 一 <CL> 市民 的 心愿 。,个,个,-1.4016069173812866,"个, 次, 篇","-1.4016, -2.2782, -2.3299"
986,"在 必胜客 吃 披萨 , 讨 <CL> 好 彩头",个,个,-0.8505620956420898,"个, 点, 分","-0.8506, -2.4663, -2.9255"
987,"三 <CL> 要 记住 吃一堑 长一智 , 经 一 事 长 一 能 , 交 一 友 结 一 缘 。",个,部,-2.268050193786621,"部, 家, 本","-2.2681, -2.3103, -2.3948"
988,好 大 几 <CL> 酒 哦,缸,个,-0.8508630990982056,"个, 层, 块","-0.8509, -2.6612, -2.7290"
989,估估 <CL> G 糸画 上去 定纹 上去 既 ?,个,本,-1.3156226873397827,"本, 个, 位","-1.3156, -2.3084, -3.2407"
990,"倾城 之 泪 全 家 福将 曝光 明星 客串 齐贺 岁 一 <CL> 寒流 让 国内 普遍 降温 , 而 北方 大部 地区 也 频现 冬日 雪景 。",股,起,-2.025310754776001,"起, 家, 族","-2.0253, -2.1942, -2.4152"
991,"撑死 了 , 到底 有 几 <CL> 菜 都 忘记 了 , 晚饭 不 吃 了 。",道,个,-0.6517969965934753,"个, 分, 点","-0.6518, -2.2600, -2.9604"
992,妈 的 跑 了 半 <CL> 小时 现在 腿 还 疼,个,路,-1.2807819843292236,"路, 圈, 个","-1.2808, -1.3075, -1.8076"
993,"一会儿 有 他 最 爱 的 飞机 餐 , 还 能 把 我 那 <CL> 也 吃 了 , 能 不 激动 不 ?",份,个,-0.6519491076469421,"个, 些, 张","-0.6519, -2.2415, -2.6404"
994,"并 拍 下下面 一 <CL> 照片 , 说 真的 我 看后 流泪 了 !",组,下,-1.9436793327331543,"下, 本, 面","-1.9437, -2.1433, -2.5281"
995,而 我 又 怎 能 忘 了 你们 亲爱 <CL> 嫂子们 挑 个 吧 等 我 回去 领走 !,滴,所,-1.6710423231124878,"所, 家, 等","-1.6710, -2.1336, -2.3050"
996,"但 看看 这个 插座 , 再 原有 的 基础 上 再 加上 了 2 <CL> USB 接口 , 充电 不 仅仅 靠 电脑 的 USB 接口 了 。",个,个,-0.1946503221988678,"个, 根, 座","-0.1947, -3.3562, -4.1873"
997,除了 玩游戏 还 能 干 <CL> 别 的 不 。,点,个,-1.3413381576538086,"个, 本, 面","-1.3413, -1.8047, -3.3029"
998,一 <CL> 罗汉 坐 在 大堂 咖啡厅 茶 喝喝,群,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
999,"吃 了 一 <CL> 麻酱 凉皮 , 那 滋味 比 想象 的 差远 了 。",碗,本,-2.607997417449951,"本, 家, 个","-2.6080, -2.7430, -2.8747"
1000,"专家 认为 当前 的 市场 状况 , 与其 说 是 豪华车 的 盛宴 , 不如 说 更 像 一 <CL> 品牌 的 狂欢 。",场,场,-0.215618297457695,"场, 个, 次","-0.2156, -2.9518, -3.0802"
1001,要 想 照顾 每 <CL> 人 的 感受 。,个,个,-1.1996445655822754,"个, 家, 点","-1.1996, -2.6153, -2.8442"
1002,"那 我 就 给 <CL> 机会 你 了解呗 , 反正 , 我 是 要 追到 你 的 。",个,个,-1.7594789266586304,"个, 对, 所","-1.7595, -2.9422, -3.0927"
1003,"跑到 荥经 买 了 <CL> 小 砂锅 , 顺便 吃 了 传说 中 好吃 到 爆 的 凉粉 , 小米辣 伴 着 凉粉 入口 , 确实 很 爽正宗 的 哒哒面 和 棒棒 鸡 都 因 过 年 关门 没 吃 成 雅西 高速 到 荥经 就 封闭 了 据说 3 月 才 正式 通车",个,个,-2.2651896476745605,"个, 发, 家","-2.2652, -2.3398, -2.4131"
1004,"你 说 你 一 <CL> 月 给 我 打 了 多少 电话 , 你 的 话费 就 多少 可是 从今以后 你 的 手机 再 也 不 会 有 拨 出去 的 号码 , 我 的 手机 再 也 不 会 有 你 的 已 接来 电",个,个,-1.9306023120880127,"个, 所, 家","-1.9306, -2.6353, -2.7625"
1005,"一 <CL> 眼神 足以 表达 一切 , 还是 你们 豆豆 懂 你 啊 !",个,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1006,"艾丽 公主 奥兰 <CL> 毛呢 大衣 2011 新 款 冬装 外套 风衣 女装 服饰 22800 元 热销 中 , 别 错过 哦",朵,丝,-1.310412049293518,"丝, 朵, 波","-1.3104, -1.5927, -1.6884"
1007,"我 参与 了 发起 的 投票 2011 年 360 公司 我 最 喜欢 的 年会 节目 微 评选 , 我 投给 了 2360 军情 解密 这 1 <CL> 选项 。",个,个,-0.7643790245056152,"个, 篇, 条","-0.7644, -2.6820, -2.8302"
1008,却 又 开始 惴惴不安 的 怕 被 谁 截去 一 <CL> 天荒地老 。,个,个,-1.648518443107605,"个, 段, 条","-1.6485, -2.4923, -2.9136"
1009,"都 射 了 6 <CL> 了 , 这个 女 的 还 要 http t cn z0gw3vv 我 的 娜塔莎 爱情 公寓 Hello 小姐 大卫王 与 贵妃 军情 解码 天天 向上 杀 虎口 客服 很 忙 假如 爱 有 天意 乌托邦 办公室 狐步 谍影 禁止 的 游戏 历史 的 进程兔 宝宝 超级 巨星 青 木瓜 之 味 戒烟 不 戒酒",次,个,-2.088543653488159,"个, 次, 台","-2.0885, -3.2126, -3.2383"
1010,扫盲 <CL> 2011 之 微博 十 大 热门 段子,帖,面,-2.790417432785034,"面, 分, 本","-2.7904, -2.8385, -2.8972"
1011,20111223 一 生 一 <CL> 合家欢 之 东 成西 就 2012 陈翔 比武 招亲 摄 by 土土 分享 自,世,世,-0.09024707227945328,"世, 次, 路","-0.0902, -3.6094, -4.5207"
1012,我 不 想 三 四 <CL> 月 都 无 球 可 打 。,个,点,-2.2846412658691406,"点, 分, 下","-2.2846, -2.2979, -2.3622"
1013,"雪域 天晴郎 , 腊梅 处处 香 , 吃 完 烤鱼 , 买 <CL> 腊梅 回家 去",束,点,-0.9247778058052063,"点, 回, 个","-0.9248, -1.6258, -2.0396"
1014,又 是 一 <CL> 下雨天,个,次,-2.5934860706329346,"次, 个, 所","-2.5935, -2.7720, -2.8439"
1015,半夜拉 肚 纸 真 不 是 <CL> 好 事 接着 睡 了,件,只,-1.9495965242385864,"只, 个, 脸","-1.9496, -2.0599, -2.6151"
1016,这 2 天 每 天 做 梦 都 在 锻炼 麻痹 昨天 梦到 和 沃伦 一 <CL> 练手 臂 难道 真 是 我 太 寂寞 了,起,起,-0.19530586898326874,"起, 样, 块","-0.1953, -1.9645, -3.9003"
1017,终於 都 解放 了 呢 妈咪 你 快 <CL> 来呀,滴,点,-0.21209825575351715,"点, 回, 分","-0.2121, -2.3922, -4.2916"
1018,漂亮 女 老师 惨遭 凌辱 http t cn z0gzl3B 小鹿斑比 万 有 引力 画壁 单身 女王 英雄 梦幻曲 七十二 <CL> 租客 粤语 版 铁石心肠 我 的 野蛮 女友 2 夜 店 告密者 新 电影 传奇 特工 008 拆弹 部队 武林 外传 香奈儿 的 秘密 情史 恋人 絮语 老马家 的 幸福 往事 花木兰 铁面 歌女,家,首,-0.8401480317115784,"首, 集, 曲","-0.8401, -2.6334, -2.6543"
1019,"送 一 大 <CL> 白 玫瑰 虽然 浪漫 , 但 让 我 觉得 有点 奢侈 啊 !",束,家,-2.735722780227661,"家, 所, 道","-2.7357, -2.9278, -3.0083"
1020,"读书 时 , 以前 那 <CL> 中午 午睡 晚上 早睡 早上 六点半 到 校 的 我 到 之后 每 天 早上 七 点 起来 经常 差点 迟到 的 我 。",个,个,-0.9662805795669556,"个, 些, 种","-0.9663, -1.1288, -2.4857"
1021,"几 <CL> 知道 女儿 爱 自己 的话 , 爸爸 抱 着 我 , 他 哭 我 哭 妈妈 哭 小姨 哭 。",句,个,-1.6465232372283936,"个, 些, 本","-1.6465, -2.2690, -2.8088"
1022,天翼 快讯 1 铁道部 启动 新 一 <CL> 客票 系统 规划 及 设计 。,代,轮,-0.0735449567437172,"轮, 批, 代","-0.0735, -3.4730, -4.0763"
1023,"这个 新年 似乎 还 没 玩够 睡够 就 匆匆 要 打包 行李 了 , 带 着 一 <CL> 的 不舍",肚子,个,-1.3864824771881104,"个, 堆, 些","-1.3865, -1.7318, -2.3120"
1024,限制级 为 4 <CL> 的 大片 http t cn z0eom40 盘 龙 卧虎 高 山顶 暗香 内线 上 错 花轿 嫁对郎 小兵 张嘎 鲜花 朵朵 女 神捕 聚宝盆 还 珠 格格 2 欢喜 婆婆俏 媳妇 沧海 蜗居 浙版 西游记 永 不 瞑目 铁 梨花 大 境门 说好 不 分手 杨光 的 快乐 生活 3 命运 兵峰 聊斋 3 黑 冰,级,级,-1.438961386680603,"级, 个, 次","-1.4390, -1.6542, -2.3513"
1025,社会 逼迫 我 要 带 一 <CL> 面具 天使 香烟,层,个,-1.431779146194458,"个, 家, 些","-1.4318, -2.5573, -3.0655"
1026,"不 难 发现 , 我 每 <CL> 博文 包括 转发 都 是 有 目的 的 。",篇,次,-0.47328823804855347,"次, 个, 分","-0.4733, -1.3120, -4.5943"
1027,"生命 是 一 <CL> 过程 , 可悲 的 是 它 不 能 重来 , 可喜 的 是 它 不 需要 重来 。",个,种,-0.5566508173942566,"种, 个, 件","-0.5567, -1.2201, -4.0051"
1028,接 下来 发 一 <CL> 80 年代 徐家汇 的 照片,组,家,-2.4841558933258057,"家, 个, 等","-2.4842, -2.5545, -2.6976"
1029,"新年 到来 , 我 也 结束 了 一 <CL> 感情 , 希望 新 的 一 年 有 新 懈逅",段,个,-1.0339150428771973,"个, 些, 般","-1.0339, -2.1893, -2.6932"
1030,"山西 静乐 县委 书记 因 女儿 吃空饷 5 年 被 免职 太原 1 月 15 日 电 因 父亲 是 地方 官员 , 竟 让 读书 的 女儿 吃 财政 空饷 长 达 5 年 , 1 月 15 日 , 这 <CL> 身为 县委 书记 的 父亲 因此 被 免职 。",位,位,-0.8199325799942017,"位, 名, 个","-0.8199, -1.4127, -2.1040"
1031,"分享 我 的 POCO 作品 福布斯 寰球 价码 最高 10 <CL> 名模 , 快来 看 呀",位,分,-1.491331934928894,"分, 个, 位","-1.4913, -1.8044, -2.4524"
1032,"就算 这 牌子 没 怎么 见 过 , 看 这 <CL> nokia , 国内 要 卖 800 人民币 左右 。",款,个,-0.686981737613678,"个, 些, 张","-0.6870, -1.9713, -2.9231"
1033,"纵使 你 有 千 <CL> 的 苦 , 那 有 能 表明 你 有 多 在乎 ?",番,个,-1.0176987648010254,"个, 种, 层","-1.0177, -2.5340, -3.0028"
1034,"宁 士高 跳 过 警卫 的 尸体 大 叫 道 , 这时 前面 传来 三 <CL> 枪 响 。",声,个,-0.9232369661331177,"个, 声, 名","-0.9232, -1.2247, -2.2287"
1035,睡 了 五 <CL> 小时 又 爬 起来 了,个,个,-1.2747704982757568,"个, 家, 间","-1.2748, -3.1491, -3.2264"
1036,昨天 做 了 <CL> 梦梦 到 我 放弃 了,个,个,-1.4010975360870361,"个, 本, 对","-1.4011, -1.4242, -3.2415"
1037,"周末 就 是 福利哇 , 难得 我 又 睡 了 <CL> 好 觉 , 虽然 内心 的 矛盾 并 未 消散 , 但 我 真 的 真的 快乐 轻松 了 不少 。",个,个,-0.3955354690551758,"个, 下, 点","-0.3955, -3.1224, -3.5580"
1038,你 舍得 起身 未 打佐 6 <CL> 电话俾 你 啦,个,次,-2.5041325092315674,"次, 点, 分","-2.5041, -2.9002, -3.1721"
1039,"十九 <CL> 的 孩纸 今天 你们 英语 课 怎样 啊 因为 生病 关机 了 , 碰巧 英语 老师 有 事 回家 , 她 的 交待 短信 我 木 有 收到 , 啊 希望 课 过 得 还 可以 吧 对 不 起 了",班,部,-1.2976162433624268,"部, 本, 家","-1.2976, -2.5026, -2.9632"
1040,"2012 年 春节 期间 , 我 来到 了 一 <CL> 山里 乡村 2012127 乡村 生活 体验 中 !",个,个,-1.3618206977844238,"个, 本, 次","-1.3618, -3.0736, -3.1454"
1041,"送 祝福 喜 迎 新春 转发 得 小 米 F <CL> 祝福 所有 米粉 龙年 大吉 学业 节节 高升 , 爱情 甜甜蜜蜜 , 事业 顺顺 利利 , 家庭 美美 满满",码,发,-1.7272577285766602,"发, 包, 点","-1.7273, -3.2048, -3.2056"
1042,真 是 一 <CL> 有 阳光 的 温暖 假日 !,个,个,-2.2381997108459473,"个, 家, 次","-2.2382, -2.6836, -2.7949"
1043,"如果 电影 都 需要 有 一 <CL> 主题 的话 , 金陵 十三钗 的 主题 必须 是 救赎 。",个,个,-0.3887122869491577,"个, 段, 种","-0.3887, -2.9053, -2.9459"
1044,"我 参与 了 发起 的 投票 乐排网 TOP 看 音乐 第 27 期 , 我 投给 了 陈楚生 爱情 是否 依然 这 1 <CL> 选项 。",个,个,-1.1180135011672974,"个, 张, 条","-1.1180, -2.4588, -2.4724"
1045,"打扫 卫生 洗衣 做饭 虽然 累 , 可 这 <CL> 家 的 感觉 好 幸福 !",种,次,-1.1548097133636475,"次, 个, 样","-1.1548, -1.4897, -2.2539"
1046,粤语 歌 真 难学 虽然 好听 但 这 到底 是 哪 <CL> 发明 的 语种 我 学得 快 疯 了 !,个,个,-0.9504444599151611,"个, 些, 种","-0.9504, -1.9972, -2.0220"
1047,"经过 13 <CL> 小时 的 奔波 , 终于 到 我 家 的 小 县城 了",个,个,-0.39937928318977356,"个, 次, 分","-0.3994, -2.3562, -3.2946"
1048,"撑 麦王 争霸 , 下 <CL> 我 要 参加",次,面,-1.2141554355621338,"面, 线, 场","-1.2142, -2.2216, -2.7544"
1049,两 <CL> 小孩 在 洗澡 挨 我 偷拍 一直 喊 冷,个,部,-2.2714929580688477,"部, 家, 本","-2.2715, -2.3118, -2.3937"
1050,"小 朋友们 玩 的 也 欢乐 , 代币 是 一 人 二十 <CL> 瓜子",个,块,-0.13845813274383545,"块, 个, 分","-0.1385, -3.5522, -3.7135"
1051,公司 吃 团圆饭 抽 中 三 <CL> 奖 !,等,个,-1.3821579217910767,"个, 次, 颗","-1.3822, -1.6297, -2.2791"
1052,"一 生 中 的 7 <CL> 点 1 应当 多 一点 善心 , 少 一点 心眼 。",个,个,-0.7726951837539673,"个, 件, 种","-0.7727, -0.8684, -3.3496"
1053,有 时候 自己 就 会 想 这样 的 生活 什么 时候 才 是 <CL> 头 啊 ?,个,家,-1.8344053030014038,"家, 对, 个","-1.8344, -1.9489, -2.0867"
1054,"酷毙 了 视觉 系 米拉乔沃维奇 , 虽然 你 经常 演 生化 危机 , 拍 <CL> 法国 名酒 广告 也 不 必 搞 得 这么 The End Of The World 吧 , 闪电 龙卷风 海啸 地震 冰风暴 , 整 得 跟 代言 2012 似 的 高清 组图",个,片,-1.6698349714279175,"片, 个, 下","-1.6698, -1.7515, -2.4732"
1055,"你 地 T 几 乱 , 多谢 感夜仲系街 打包 比 我 <CL> 朋友",个,家,-1.552669644355774,"家, 包, 发","-1.5527, -2.7331, -3.2437"
1056,"明天 是 老爸 生日 , 因为 亲友 太 多 , 我们 决定 去 餐馆 订餐 , 并且 多 点 <CL> 素菜 , 帮 亲友们 解解 油腻 , 亲友们 都 赞成 这个 提议 , 说 真的 吃 不 动 大",些,点,-0.8006209135055542,"点, 餐, 些","-0.8006, -0.8408, -4.2193"
1057,"谢谢 今天 姐夫哥 为 我 唱 的 那 <CL> 歌 , 听 的 很 心酸 , 爱 你们 ,",首,首,-0.14930279552936554,"首, 个, 句","-0.1493, -3.3039, -3.5397"
1058,"热 热 的 糯米 园子 出锅 了 , 我 和 妈咪 第一 <CL> 杰作 !",次,次,-0.24187292158603668,"次, 个, 顿","-0.2419, -2.9043, -3.4205"
1059,"人生 感悟 与 朋友 闲聊 , 他 说 很 想 抽点 时间 多 读 <CL> 书 , 以 充实 自己 。",点,些,-0.7721704244613647,"些, 点, 下","-0.7722, -0.8891, -3.1913"
1060,"iphone4s 就 这个 <CL> 为什么 那么 令 人 疯狂 , 求 解释",样,样,-1.5476579666137695,"样, 个, 点","-1.5477, -1.7382, -1.8517"
1061,天啊 我们 四 <CL> 吃 了 多少 啦 撑死 啦,个,个,-0.3390336334705353,"个, 位, 家","-0.3390, -2.4442, -3.6902"
1062,"还 有 几 <CL> 小时 我 就 会 回到 你 身边 , 等 着 我",个,些,-1.3465399742126465,"些, 个, 所","-1.3465, -2.4939, -3.1386"
1063,"大年 初一 , 老天爷 给 了 大家 好 天气 , 出 了 大 太阳 , 阳光明媚 今年 会 是 <CL> 好 兆头 噢",个,个,-0.23321323096752167,"个, 家, 些","-0.2332, -3.9024, -4.0990"
1064,"亚 只 有 沉溺 工作 , 不 让 自己 有 一 <CL> 喘息 的 机会 想起 远 。",丝,个,-0.8766910433769226,"个, 种, 点","-0.8767, -1.8877, -2.1010"
1065,被 两 <CL> 男人 的 基情 刷屏 了 !,个,个,-1.2280162572860718,"个, 位, 名","-1.2280, -1.7110, -1.7868"
1066,"所谓 光鲜 的 时尚 产业 , 其 生产 过程 是 劳苦 和 一 <CL> 不 苟 的 。",丝,般,-1.2874888181686401,"般, 个, 些","-1.2875, -1.2988, -1.8962"
1067,"我 真 的 , 好 想 再 用 那 <CL> HP 同 人 的 调调 写 SS , 呵呵 呵呵 呵呵",个,些,-0.9462230205535889,"些, 句, 位","-0.9462, -1.5638, -3.2736"
1068,传闻 一 <CL> 赣南 机械厂 的 退休 老 工人 把 尸体 的 乳房 和 阴部 割 下 带 回家 。,名,个,-1.2560988664627075,"个, 名, 位","-1.2561, -1.7683, -2.3174"
1069,为什么 费翔 不 唱 冬天 一 <CL> 火 天 干 物燥 小心 火烛 连 春晚 都 迷信 了,把,曲,-1.4976557493209839,"曲, 样, 首","-1.4977, -1.9878, -2.5762"
1070,只 是 她 需要 碰上 一 <CL> 懂事 的 男人 。,个,个,-1.251882791519165,"个, 次, 起","-1.2519, -2.0327, -2.6381"
1071,清純 妹妹 脱衣 苍天 有 泪 双面 女友 喜羊羊 与 灰 太 狼 之 给 快乐 加油 爱 到底 安娜卡列尼娜 一 <CL> 把 你 打到 菜市口 乞者 胆小鬼 疯狂 的 石头 大 汉 天子 单身汉 与 时髦 女郎 闯荡 赤焰 战场 喋血 北平 大 路 之 歌 番茄 姐弟 武林 风 白色 情人节,拳,个,-1.49040949344635,"个, 路, 起","-1.4904, -2.4157, -2.4867"
1072,早点 休息 明天 初一 新 的 一 年 希望 你 有 一 <CL> 新 的 开始,个,个,-0.16679193079471588,"个, 份, 次","-0.1668, -3.1052, -3.9409"
1073,"希望 有 个人 , 在 我 嘴里 说 没事 的 时候 , 看出 我 不 是 真的 没事 有 <CL> 人 , 在 我 强颜欢笑 的 时候 , 知道 我 不 是 真的 开心",个,点,-1.1169168949127197,"点, 只, 所","-1.1169, -2.0253, -2.1557"
1074,30 <CL> 小时 。,个,次,-2.487781286239624,"次, 个, 台","-2.4878, -2.5532, -2.7892"
1075,一 <CL> 葡萄酒 却 勾 不 起 一点 睡意,瓶,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1076,"本来 今天 是 不 怎么 开心 的 刚好 碰到 个人 以为 他 可以 下午 陪 我 聊聊天 的 , 谁 知道 那 <CL> 家伙 居然 闹 失踪",个,个,-0.4869799315929413,"个, 位, 家","-0.4870, -1.1787, -4.3930"
1077,"谢谢 制作 这 <CL> 小片 的 亲 , 因为 太 喜欢 所以 转 了 , 想 让 更 多 的 粉看到 。",部,个,-0.540948748588562,"个, 篇, 张","-0.5409, -1.8380, -2.6076"
